stopword removal,Score_Positif,Score_Negatif,Sentiment,Score
gamat abal abal susah,1,-1,Netral,0
omong trump isuk tempesore delehhhh,1,-1,Netral,0
negara uranium iran korea utara iran tekan,1,-1,Netral,0
amerika kimak,1,-1,Netral,0
ram iran hancur,1,-1,Netral,0
americ malujdi emis,1,-1,Netral,0
bilang amerika bukti amerika gesa kaau amereka bukti,1,-1,Netral,0
donald bebek nafsu kuasa dunia tunduk,1,-2,Negatif,-1
mulut tramp percaya bau tahi belatung waras dunia,1,-3,Negatif,-2
trik jitu amerika buka hormuz amerika tekan habissan iran blok kade hormuzkalo iran pegang hormuz gc buka khamenei tewas enas saudara amerika respek pokok amerika beda trik konohan jual kuburanjual sandal mamad cium pokok unggul mamad isi dompet husen,4,-2,Positif,2
timur perang rakus amerika serikat israel,1,-3,Negatif,-2
moga indonesia jogosnya amerika,1,-1,Netral,0
inti iran sukses program nuklir arti iran benarbenar nuklir amerika israel amerika israel wajib nuklir dluan iran,1,-1,Netral,0
nya jalan hancurkn americabiar rakyat nya cocar kacir,1,-1,Netral,0
negara beranaihancurkn amerika,1,-1,Netral,0
prabowo gaul amerika ngeri prabowo polos kunci amerika pantau iran serang iran bencana doang percaya,1,-4,Negatif,-3
prabowo polos dongo mohon prabowo amerika bawa bencana iran kunci amerika amerika,1,-4,Negatif,-3
cundang cundang solusi lawan kirim rudal rudal mati langsung jantung negara,1,-3,Negatif,-2
donald bebek jahat perang,1,-3,Negatif,-2
trump lupa iran sia moga jajah amerika serikat israel segara runtuh,1,-2,Negatif,-1
trump net konco bop,1,-1,Netral,0
timteng perang,1,-3,Negatif,-2
blokademau buka tutup iran selat hormuzgak berpengaruhtoh kapal tanker masuk blokade amerika serikat pintu masuk,1,-1,Netral,0
iran pegang kunci selat cegegesan buka iran donald trump akses iran menang pengin lihat menang nagani blokir amerika,2,-1,Positif,1
ribut tonton ribut sosmed perang tahan,1,-3,Negatif,-2
pengin lihat iran jaman batu,1,-2,Negatif,-1
kemarin amerika serikat serang iran serang terbatassekarng lihat laku amerika serikat,1,-1,Netral,0
kalah total halhasil ngebom iran langgaraturan,1,-1,Netral,0
trump nyali,1,-1,Netral,0
nego buang buang gempur habis habis trump serah epektip takluk donald trump rudal benua benua,1,-2,Negatif,-1
kerjain donaltaram iran hati hati tipu tipu daya donald trump tipu tipu,1,-2,Negatif,-1
udalahlah hancur permainkn trump zionis gempur stop negaisasi slamanya,1,-1,Netral,0
iran strategi perang strategi laku runding matang kecuali strategi trump,1,-3,Negatif,-2
omongantram percayasok jago wan,1,-1,Netral,0
moga perang biar kalah trump israel biar negara negara kuat sok kuasa biar negara miskin moga kurs dunia rupiah,1,-3,Negatif,-2
negara barat kapai ngurusi timur,1,-1,Netral,0
donald bebek gila,1,-2,Negatif,-1
inti amerika pimpin donald trump nila lihat amburadu powernya hadap iran,1,-1,Netral,0
takut iran tarung sejatiratakan tnh kpl trump,1,-3,Negatif,-2
susah low hadap gila selesai masalahlbih trump cepat bawa rsjbiar bikin onar,1,-2,Negatif,-1
amerika serikat kuasa uranium iran kaya amerika serikat semena mena takut negara,1,-3,Negatif,-2
inti musnah trump netanyahu,1,-1,Netral,0
lihat borok amerika,1,-1,Netral,0
nego iblis,1,-3,Negatif,-2
usaha kerja negara lenyap amerika serikat israel negara aman,2,-2,Netral,0
iran bantu korut rusia china telepon bantu nuklir gencat senjata lebanon awas china korut trump rusia telepon trump serang rembet israel amerika serikat mpersiapkan serang ubah ubah pikir damai gencat senjata mnyerang gencat senjata,1,-2,Negatif,-1
damai perang,1,-3,Negatif,-2
trump gila,1,-2,Negatif,-1
iran bismillah allahuakbar allahuakbar allahuakbar allahuakbar allahuakbar allahuakbar,1,-1,Netral,0
lansung obyek keluarga trump biar lemah pemikiranya,1,-2,Negatif,-1
amerika malu adat,1,-3,Negatif,-2
mama ghufron batidak hacul trump ghufron,1,-1,Netral,0
iran buka selat hormuz iklas paksa buka,1,-2,Negatif,-1
donaldrum ancam doang bukti zonk hilang urat enti iran kasih kendur gas pol biar cacing tanah panas,1,-3,Negatif,-2
negosiasi ngancam tipikal trump jongosya,1,-1,Netral,0
trump omon,1,-1,Netral,0
sikap trump tindak gangster paksa iran tunduk iran serah damai capai win win proses iran harga hormat sahaja amerika mesti puja sanjung,3,-2,Positif,1
super power iblis bikin kacau dunia,3,-3,Netral,0
trump campur negara negara amerika ganggu lihat situ lihat menang trump jajah adil internasional hak tangkap adil trump biar jajah negara muslim dunia,2,-1,Positif,1
allah kuat menang negara iran lebanon negara palestina,2,-1,Positif,1
repot repot urus iran amerika serikat pikirin negeri indonesia biar iran amerika serikat perang hancur lebur,1,-3,Negatif,-2
negosiasi amerika serikat,1,-1,Netral,0
perang cepat selesai nato bantu iran,1,-3,Negatif,-2
nego wakil bertanggungjawab,1,-2,Negatif,-1
lihat hasil,1,-1,Netral,0
trump odgj,1,-1,Netral,0
trump edan,1,-1,Netral,0
jiwa preman teror ancam brutal,1,-3,Negatif,-2
trump gertak sambal,1,-1,Netral,0
trump sakit jiwa sila periksa,1,-2,Negatif,-1
trumpret cari sensasi cari onar cocok pasung,4,-1,Positif,3
bravo iran,1,-1,Netral,0
ali kamaneei iran haram produksi uraniumfaktanya uraniumsiapa munafik,1,-4,Negatif,-3
buka tutup ran,1,-1,Netral,0
percaya negara amerika serikat zionis israel negara bohong penghianat cundang,1,-2,Negatif,-1
ancam gertak sambel,1,-1,Netral,0
mending perang,1,-3,Negatif,-2
bajing trump omong percaya cari sensasi susah negara,4,-2,Positif,2
ayo brick bantu iran biar brik nguasai dunia biar adil,2,-1,Positif,1
bilang prabowo iblis,1,-3,Negatif,-2
iran bosan tida percaya,1,-2,Negatif,-1
bravo iran,1,-1,Netral,0
ayo iran cepat bikin senjata nuklir amerika serikat ngebom balas nuklir biar hancur atur amerika serikat pikun mimpi,1,-3,Negatif,-2
iran ayam sayur trump hahaha,1,-2,Negatif,-1
amerika serikat indak malu puya pimpin indak waras runrtuhya amerika serikat israil musnah,1,-3,Negatif,-2
amerika serikat serang iran bangkai amerika serikat israel negara bejat,1,-1,Netral,0
amerika serikat coba coba ancam iran bahaya,1,-2,Negatif,-1
habisin tentara zionis gs culas licik ulur hasil ayo perang,1,-3,Negatif,-2
ayo iran tramp keras ajak perang buka berani indak bravo iran umat muslim dukung iran,4,-3,Positif,1
perang biar donald dog mati amerika serikat sombong jado negara maju,1,-3,Negatif,-2
perang iran tunduk iblis,1,-3,Negatif,-2
donald mah ngancam mulu,1,-1,Netral,0
iran ajak negoisasi gila donald bebek mending perang gila,1,-3,Negatif,-2
damai bebek,1,-1,Netral,0
cerita komentar hebat bosan bosan bosan,4,-1,Positif,3
percaya iran kepiawian diplomasinyasejarah catat,1,-2,Negatif,-1
iran takut ancam amerika tramlebih iran perang negara amerika sendirikarena perang amerika israilagar amerika ajar mentang teruspadahal selat hurmuz wilayah irankenapa trump menutupberarti pbb biar amerika itukalau biar perang lagipbb dukung damai negara bertikaiharus belah iran negara aman damai cari salah negara bikin sangsi sajakalau bikin sangsi sajakapan negara damai aman,4,-3,Positif,1
komennya bela amerika serikat arti pro hadap jajah andai hidup jam an pro belanda,1,-1,Netral,0
trump keras kepala duet zeonis,1,-3,Negatif,-2
iras tekan amerika serikat hisbullah luntak isriilhamsa luluh tanahzuriah diam kembang selnjutny,1,-1,Netral,0
gampang selesai iran kapal perang jangkau rudal,1,-3,Negatif,-2
iran tabiat dusta donalbebek,1,-1,Netral,0
amerika bajing komplot bajing israel menang,2,-1,Positif,1
bginilah pikun pimpin negara omonganya ngelantur,1,-2,Negatif,-1
dajal amerika,1,-1,Netral,0
buka hormuz biar iran luluh lantah iran doktrin langit israel doktrin langit doktrin tehnologi faham uranium musnah israel faham,1,-1,Netral,0
nama jajah licik,1,-3,Negatif,-2
trump waras,1,-1,Netral,0
coba kali dunia kompak hajar donald bebek indonesia jengkel lihat gila trumpet dongo,1,-2,Negatif,-1
jujur he,1,-2,Negatif,-1
iran serang kapal amerika serikat tenggelam runding gencat senjata perang repot,1,-3,Negatif,-2
trompet iblis plintat plintut,1,-3,Negatif,-2
hajar armada al amerika biar donald bebek renang termehek mehek suda donald bebek pikun,1,-2,Negatif,-1
iran wajib hancur aset amerika serikat israel iran,1,-1,Netral,0
damai runtuh amerika trump sombong bravo iran,1,-2,Negatif,-1
iran serah uraniumya sukarela uraniunya kemas bentuk rudal atom,1,-1,Netral,0
ancam trump omong prabowo gedabrus doang,1,-1,Netral,0
makzul trumpberes perkara pimpin gila,1,-2,Negatif,-1
waspada waspada agen jajah bentuk waullohua lam,1,-2,Negatif,-1
kuhp publik atao rakyat,1,-1,Netral,0
trump sengaja kacau timteng untung bisnis pikir rakyat amerika komplik untung usaha trump kroni,1,-2,Negatif,-1
ancam tindak,1,-1,Netral,0
blokade iran serah oon al iran kuat buka blokade,1,-1,Netral,0
kuhp ancam langgar ham pbb diam ajeh,1,-1,Netral,0
tuju runding amerika serikat iran kalah kuat amerika serikat,1,-1,Netral,0
pbb gana,1,-1,Netral,0
blok iran serah uranium selesai iran serah uranium kasihan perang korbanya rakyat sipil diiran,1,-3,Negatif,-2
bravo iran takut allah,1,-3,Negatif,-2
kasihan rakyat amerika serikat pimpin gila,1,-3,Negatif,-2
nipu topeng wahyu,1,-1,Netral,0
awam politik nilai susah tuntas jajah ganggu acau dunia lenyap peta dunia selesai urus indak ribet ribetkan,2,-2,Netral,0
balas nuklir amerika sekutu iran,1,-1,Netral,0
solusi donald trump pecat senat,1,-1,Netral,0
trump jago ngancam,1,-1,Netral,0
keerjanya tipu tipu umat tipu tarik puluh,1,-2,Negatif,-1
pikun layak pimpin amrik negeri indonesia,2,-2,Netral,0
indonesia tukang bahas doang,1,-1,Netral,0
trump gila ngotot kuasa timur terutamah minyak laku,1,-2,Negatif,-1
uranium takutin isriwil mamarika mati bela isriwil isriwil hancur ngontrol timteng,1,-3,Negatif,-2
iran memgalah susah lawan amerika negara bangun iran kaya raya iran dubai rakyat makmur,2,-2,Netral,0
amerika cari tarip hormuz lengkap amerika serikat hx perompak tapibajak laut bgitulah perut makan haram hak babat,2,-4,Negatif,-2
serang senjata perang serang serang lawan israel berani demgan amerika berani,3,-3,Netral,0
kakek pikun kerja ancam ancam bikin damai bikin kondusif bikin ulah bikin,1,-2,Negatif,-1
hati sdraq iran siaga serang amerika israel china n rusia sedia bantu iran,1,-1,Netral,0
amerika serikat doang nr pakaipersetan,1,-1,Netral,0
amerika ancam sok banget,1,-1,Netral,0
prngamat omong kosongiran hangus aduh dukun dukun rezim,1,-2,Negatif,-1
kasihan indonesia berita hoax sebar hibur,1,-3,Negatif,-2
kali ancam iran tiada,1,-1,Netral,0
trump bodoh gila pikun sadar jalan negara,1,-2,Negatif,-1
temu iran amerika serikat iran salam posisi salah,2,-2,Netral,0
indonesia suruh iran tutup selat hormusbiar gazapalestina tanah bagus,3,-1,Positif,2
khusus tramkalau ancam tindak mnggap sepele segani orangini cuman omon,2,-2,Netral,0
komentar pakar indonesia lenceng,1,-1,Netral,0
amerika serikat omon waspada,1,-2,Negatif,-1
ogah pintu mall modal tato tindik kuping suara garang laut,1,-1,Netral,0
ancam ajak negoisasi,1,-1,Netral,0
perang aja biar tonton,1,-3,Negatif,-2
omon omon pengaruh diduniaseperti komentator sepak bola,1,-1,Netral,0
negara superpower presiden odgj,1,-1,Netral,0
ameeika iru negara nutup selat hormuz langgar hak,2,-1,Positif,1
abal iran rengek damai,1,-1,Netral,0
ancam trumd kerupuk plastik buka plastik langsung lembek,1,-1,Netral,0
uranium ratus ton kaya luncur gedung putih,1,-1,Netral,0
trump plin plan iran hak bela daulat negara wilayah rudal iran kacam negara iran bom tutup trump ingkar janji,2,-2,Netral,0
amerika sok kuasa muka bumi bismillah amerika keroyok negara dunia bismillah negara dunia keroyok amerika,1,-2,Negatif,-1
budek perang pakai ancem,1,-3,Negatif,-2
israel ingkar janji komitmen,1,-1,Netral,0
hei indon negoisasi diplomasi kau bicara laku kuat amerika serikat serang rumah rumah tdkntersentuh bilang kuat sok diplomasi sifat deal no deal if no deal ok war simpel angkat darat masuk pantai iran iran kalah arti sda iran jatuh tangan hukum perang menang kuasa,2,-3,Negatif,-1
ancurkan kapal amerika serikat,1,-1,Netral,0
selat hormuz jantung paru paru dunia internasional santai lihat pakar militer negeri komentar,2,-1,Positif,1
trump stan bentuk manusia,1,-1,Netral,0
laksana negosiasi tertib dunia,1,-1,Netral,0
ancam trump luncur rudal nuklir gedung putih,1,-1,Netral,0
jajah dunia trump timur dijajajah besok nato chinakorea utara rusia watak jelek lahir donald bebek,1,-3,Negatif,-2
damai iblis tipu perang hancur,1,-3,Negatif,-2
nama jajah laku donald trump amerika iran senjata nuklir zionis israel amerika punyadan korea utara iran intimidasi adilini nama jajah laku amerika,1,-2,Negatif,-1
komentator perang amerika serikat vs iran negara indonesia mareka data kaya pintar mareka perang,1,-3,Negatif,-2
trump odgj,1,-1,Netral,0
tertipusm amrekkrn amrek gilagk konsekwen,1,-1,Netral,0
mantap trump,1,-1,Netral,0
aduh gila berita entar perang entar damai perang entar blokade entar buka eh blokade entar damai entar bilang runding eh entar nyata hoax ampun,1,-3,Negatif,-2
bohong bohong,1,-1,Netral,0
gemas banget lihat bebek untung iran tempramentalkalo tempramental langsung sikat pasu bebek,1,-1,Netral,0
iran tutup hormuz siasat tipu tipu iran hasil hehehehe,1,-2,Negatif,-1
donald trump gila akut pasung ajak,1,-2,Negatif,-1
trump stres laknatullah,1,-2,Negatif,-1
trump manusia licik percaya,1,-3,Negatif,-2
donald trump stresss gila serang irandia ajak negosiasi damai,1,-2,Negatif,-1
ok trumplnjut terang bnderang kuat,1,-1,Netral,0
main catur sekag mat menang iran,2,-1,Positif,1
moga amerika serikat israel hancur sekutu iran,1,-1,Netral,0
lawan iran bohong trump,1,-2,Negatif,-1
percaya dobol nyentanyaho donalrom serang pasu amerika serikat israel makan ikan hormuz,1,-2,Negatif,-1
kasih kendor bapa trump,1,-1,Netral,0
mantap perang berlanjutsemoga amerika hancur,1,-3,Negatif,-2
indonesia senangingat perang untung belah pihaksiapa uang menangjika ferr dukung damai,4,-3,Positif,1
keras vs gila,1,-3,Negatif,-2
hormuz tutup manuver amerika serikat hilang kredibilitas buka selat hormuz syarat iran kapal komersial langgar iran,1,-3,Negatif,-2
trump cuman ngancam trump omoong,1,-1,Netral,0
iran negosiasi amerika serikat nego cangkeme trump ngancam perang rvdal cangkeme trump,1,-3,Negatif,-2
presenter kapai catat catat omong abal abal kerja,1,-1,Netral,0
negara super ancam,3,-1,Positif,2
duga duga duga,1,-1,Netral,0
mesti tangkis ngebom amirika,1,-1,Netral,0
tramp kuasa timur,1,-1,Netral,0
bravo iranamerika rambo botirambo tulang lunak natotrumpet modal congor lebar doang,1,-1,Netral,0
negara sokjagoan anak kalah,1,-1,Netral,0
iran mati sahid insa allah masuk surga takut amirika takut allah,4,-3,Positif,1
trump lagu sok ngancam iran bk selat hormuz trump blokade tua pea ngjak gnctan snjtadamai klakuannya kaya odgj jls,1,-2,Negatif,-1
ngebomiblis trump mati duluan,1,-3,Negatif,-2
preman ancam iran anak iran hebat sikat,4,-1,Positif,3
amerika mempermaiankan iran balas allah,1,-1,Netral,0
bagusas zeonis dipercayablokade buka amerika serikat ngotot blokadeas zeonis main apigak percaya,1,-2,Negatif,-1
israel tolak gencat senjata teroris biadab bejad munafikun bohong modal doktrin benci suci milik sorga selangkang serah sampah jijik,1,-4,Negatif,-3
taktik jahat amerika israel gencat iran diam diam serang habis lebanon ganggu rudal iran arah,1,-3,Negatif,-2
indonesia malu malu menang kalah iran,2,-3,Negatif,-1
zepertinya iran kibul setslah hisbollah lemah mka iran geruduk,1,-2,Negatif,-1
ira indonesia damai,1,-1,Netral,0
takut acaman israel iran negarahmu kuat luas juang negarah doa,1,-3,Negatif,-2
moga saudara lebahnon berih tabah kuat iman hadap doa juang belah negarahmu hususnya iran,2,-1,Positif,1
timur dunia damai teroris israel,1,-3,Negatif,-2
israel damai amerika serikat iran kait perang israel lebanon israel negara amerika serikat aneh analisanya ramai ramai ajak amerika serikat rang israel israel tunduk amerika serikat rugi israel,1,-3,Negatif,-2
gencat senjata akal akal israel,2,-2,Netral,0
bismillah rahmanirrahim allah hancur kmunapikan jonis allah hancur ksombongan jonis allah tengelamkanlah anguhan jonis allah brikanlahukum tadak milik manusia allah tengelamkanlah jahat klaskakab dunia jonis allah bangkit semangat juang pasu masarakat bombardir jonis allaahhh tolong ummatmu bunuh teroris dunia,2,-3,Negatif,-1
ran percaya amerika,1,-2,Negatif,-1
rudal kau,1,-1,Netral,0
mimpi hisbuloh isarael bkl stop serangsampe kiamat buru teroris,1,-3,Negatif,-2
iran gengsi menipengkan pakistan juru damai,1,-1,Netral,0
amerika serikat hancur israel butuh bbm damai amerika serikat bantai israel,1,-1,Netral,0
cocok tuju banget selat hurmus tutup sila negara butuh bbm keroyok amerika serikat israel lenyap negara selat hurmus bebas tidur jam cuman pengin duduk manis nikmat bbm lancar usaha lenyap amerika serikat israel akibat cuman leha makan hasil bbm jual iran tutup sajah selat hurmus hak negara iran wilayah sumber bbm ok ilop iran palestina,4,-2,Positif,2
lebanon masuk gencat hormuz buka awas iran israel masuk gencat gencat batal hormuz tutup amerika serikat bantu israel selisih iran,1,-1,Netral,0
amerika serikat arah mbantu iran libanon serang israil,1,-1,Netral,0
berani drun nutup selat hormuz kasih ultimatum trump takut coba kemarin gs hilang drun peta dunia,3,-3,Netral,0
tuntut iran buah jah coba pikir sehat masyarakat dunia jahat tekan israel tuntut iran jahat pikir ulang sehat cermat hati netral,2,-3,Negatif,-1
berontak hisbullah usir libanon i,1,-1,Netral,0
libanon tentara lawan tololl banget,1,-2,Negatif,-1
pesan nyarang pasu imam mahdi irgc iran cepat sedia senjata nuklir musnah masal benua saudara iran bunuh lenyap lenyap bunuh lenyap,1,-2,Negatif,-1
iran konpensasi israeljgn remeh hancur biadab tega adil manusia,2,-2,Netral,0
akal akal an mudah percayatetap lasesusi sejarah baitul maqdis palestina asai kaum muslim,2,-1,Positif,1
