stopword removal,Score,Sentiment
zionis barat nepatin janji langgar,0,Netral
amerika serikat israel bikin kesepakatan ambil kelengahan lawan focus sepakatan amerika serikat israel langsung menyerang lawan langsung cari alasan,-1,Negatif
amerika israel dioercaya,0,Netral
bravo iran tunduk zionis,0,Netral
buka tutup buka tutup kaya hati wanita mantannya,-3,Negatif
nasnya ingkar percaya,0,Netral
preman laut,0,Netral
amirika merampok menjajah menginjak injak negara,-2,Negatif
berita semrawut bilang dibuka bilang ditutup,-2,Negatif
percaya mamarika,1,Positif
amerika israel tepati janjiorg licik menang kesusahan,-1,Negatif
trump kebingungan menghadapi perang iran,-2,Negatif
presidennya amerika serikat gila trump stres akal pikiran disayang amerika serikat presiden odgj,0,Netral
paya berlagak bodoh l iran berani tutup selahermus merasakan rudal amerika,1,Positif
amerika negara percaya,1,Positif
selat malaka naikkan,1,Positif
ngancam mulu sekutu berani berani keroyokan,-1,Negatif
amerika serikat maunya nego gagal tiket amerika serikat serang hsbiis,-3,Negatif
cerita kosong ekonomi rosak,-2,Negatif
sibuk berguna,1,Positif
us negara kuat ngroyok negara lemah becus menangis mangis damai,-1,Negatif
tunduk ammirika lawan samoae trump sombong hancur lebur,-2,Negatif
iran is best lawan,0,Netral
ab oz lakukan mengoceh,1,Positif
amerika serikat bodoh uranium bri rusailagilah rusiah musuh natodi lndonesia berbagi malaysia,0,Netral
gencatan senjata wacana gencatan senjata trump tipu daya mencari peluang bijak iran trump melanggarnya gencatan senjata perang asiran,-3,Negatif
donald trump percaya omongannya niat mengusai minyak iran aset iran assalamualaikum bombardir donald trump ter tangkap hidup mati,0,Netral
mudahan dunia damai,1,Positif
donald trump malu iran membuka catatan mengikuti pernyataan menlu iran negara nato suka perlakuan donald trump diharapkan menlu irgc duduk berbeda pendapat kalangan pemerintah iran donald trump gertakan semoga pemerintah iran perbedaan pendapat donald trump sinting dipandang negara nato kemenangan iran robert ahli militer amerika serikat menobatkan iran negara terkuat militernya dunia pribadi bangga gelar semoga pemerintah iran masyarakatnya memahami dikemukakan menlu iran beliau cerdas berani strateginya cerdas semoga sehat masyarakat iran,1,Positif
bahayanya rezim oligarki,0,Netral
ketebak trump dipercaya,0,Netral
donald benarbenar menjatuhkan nuklir iran kisah herosima terulang,-1,Negatif
politik taktik amerika serikat mengulur beres uranium iran,-1,Negatif
ancaman amerika iran berpengaruh rakyat iran sang menaklukkan dunia,-2,Negatif
iran mantap waspada amerika serikat berpandangan keuntungan negaranya keuntungan global ancaman menghancurkan amerika serikat untyk iran lengah memperketat pertahanan selat hormuz pilihan blokade selat hormuz ketat pelecehan mou iran amerika serikat segan segan tindakan menfhancurkan menenggelamkan pelaksanaan mou dihormati bertanggung,0,Netral
iran lenyap,-1,Negatif
tua bebek pikun susah pegang omonganya,-4,Negatif
sikat habis biar selesai,0,Netral
permainan trump kaya anak kaya gila shg membawa negara amerika serikat dilecehkan negara dewasa,0,Netral
perang ancaman plaksanaan berani,-2,Negatif
abaikan trump negosiasi damai sitrumppenipu kalah mengakui,-1,Negatif
trump gila,0,Netral
propaganda penjajah model laku,1,Positif
pengamat abal abal bodah suka bela iran bodah,0,Netral
penggamat abal abal susah,-1,Negatif
omongan trump isuk tempesore delehhhh,-1,Negatif
negara uranium iran korea utara iran tekan,0,Netral
amerika kimak,0,Netral
ram iran hancur,0,Netral
americ malujdi pengemis,0,Netral
bilang amerika terbukti amerika tergesa kaau amereka membuktikan,0,Netral
donald bebek nafsu menguasai dunia tunduk,0,Netral
mulut tramp percaya bau tahi belatung waras dunia,-2,Negatif
trik jitu amerika membuka selah hormuz amerika menekan habissan iran memblok kade hormuzkalo iran memegang hormuz gc buka khamenei tewas mengenaskan saudara amerika respek pokoknya amerika beda trik konohan jual kuburanjual sandal mamad cium pokoknya keunggulan pengikut mamad isi dompet husen,-4,Negatif
timur perang kerakusan amerika serikat israel,-1,Negatif
semoga indonesia jogosnya amerika,0,Netral
intinya iran mensukseskan program nuklirnya iran benarbenar menuklir amerika israel amerika israel wajib menuklir dluan iran,-1,Negatif
nya jalan hancurkn americabiar rakyat nya cocar kacir,0,Netral
negara beranaihancurkn amerika,0,Netral
prabowo bergaul amerika ngeri prabowo polos kedekatan kunci amerika pantau iran serang iran bencana doang percaya,-2,Negatif
prabowo polos dongo mohon prabowo amerika membawa bencana iran kedekatan kunci amerika amerika,-1,Negatif
pecundang pecundang solusinya lawan kirim rudal rudal mematikan langsung kejantung negara,3,Positif
donald bebek penjahat perang,-1,Negatif
trump lupa iran persia semoga penjajah amerika serikat israel segara runtuh,-1,Negatif
trump netan konco bop,0,Netral
timteng perang,-1,Negatif
blokademau dibuka ditutup iran selat hormuzgak berpengaruhtoh kapal tanker masuk blokade amerika serikat pintu masuk,-3,Negatif
iran memegang kunci selat cegegesan gunanya dibuka iran donald trump akses iran menang pengin lihat menang nagani pemblokiran amerika,2,Positif
ribut menonton gunanya ribut sosmed perang tahan,-1,Negatif
pengin lihat iran jaman batu,0,Netral
kemarin amerika serikat serang iran serangan terbatassekarng lihat amerika serikat,-1,Negatif
kalah total halhasil ngebom iran langgaraturan,-1,Negatif
trump nyali,0,Netral
nego buang buang gempur habis habisan trump menyerah epektip menaklukkan donald trump rudal benua benua,-5,Negatif
kerjain donaltaram iran hati hati tipu tipu daya donald trump penipu penipu,-3,Negatif
udalahlah hancuran permainkn trump zionis gempur stop negaisasi slamanya,-1,Negatif
iran strategi tersendiri perang strategi perundingan matang kecuali strategi trump,-1,Negatif
omongantram percayasok jago wan,0,Netral
semoga perang berlanjut biar kekalahan trump israel biar negara negaranya kuat sok kuasa biar negara miskin semoga kurs dunia rupiah,-1,Negatif
negara barat mengapai ngurusi timur,0,Netral
donald bebek gila,0,Netral
intinya amerika pimpinan donald trump bernilai amburadu powernya apanya berhadapan iran,0,Netral
takut iran petarung sejatiratakan tnh kpl trump,0,Netral
susah low berhadapan gila selesai masalahlbih trump secepatnya bawa rsjbiar bikin onar,-1,Negatif
amerika serikat menguasai uranium iran memperkaya amerika serikat semena mena menakuti negara,-1,Negatif
intinya musnahkan trump netanyahu,0,Netral
boroknya amerika,0,Netral
nego iblis,-1,Negatif
berusaha kerja negara lenyap amerika serikat israel negara aman,0,Netral
iran bantuan korut rusia china telepon bantuan nuklir gencatan senjata lebanon pengawasnya china korut trump rusia telepon trump menyerang merembet kemana israel amerika serikat mpersiapkan serangan berubah ubah pikiran damai gencatan senjata persiapan mnyerang gencatan senjata,-2,Negatif
damai lanjutkan perang,0,Netral
trump gila,0,Netral
iran bismillah allahuakbar allahuakbar allahuakbar allahuakbar allahuakbar allahuakbar,1,Positif
lansung obyek keluarganya trump biar lemah pemikiranya,0,Netral
amerika malu adat,0,Netral
mama ghufron batidak hacul trump ghufron,1,Positif
iran buka selat hormuz iklas dipaksa dibuka,-1,Negatif
donaldrum mengancam doang buktinya zonk hilang uratnya enti iran kasih kendur gas pol biarlah cacing tanah panasan,-3,Negatif
negosiasi ngancam tipikal trump jongosya,1,Positif
trump omon,0,Netral
sikap trump bertindak gangster memaksa iran tunduk iran menyerah perdamaian dicapai win win proses iran harga dihormati sahaja amerika mesti dipuja disanjung,1,Positif
super power iblis bikin kekacauan dunia,-2,Negatif
trump campur negara manapun negara amerika mengganggu situ menang trump penjajah pengadilan internasional berhak menangkap mengadili trump dibiarkan menjajah negara muslim dunia,1,Positif
allah kekuatan kemenangan negara iran lebanon negara palestina,2,Positif
repot repot mengurusi iran amerika serikat pikirin negeri indonesia biar iran amerika serikat perang hancur lebur,-4,Negatif
negosiasi amerika serikat,1,Positif
perang cepat selesai nato bantu iran,-1,Negatif
nego perwakilan satupun bertanggungjawab,0,Netral
lihat hasilnya,1,Positif
trump odgj,0,Netral
trump edan,-1,Negatif
jiwa preman teror ancam brutal,-3,Negatif
trump gertak sambal,-1,Negatif
trump sakit jiwa silakan periksa,-1,Negatif
trumpret cari sensasi cari onar cocok pasung,-4,Negatif
bravo iran,0,Netral
ali kamaneei iran haram produksi uraniumfaktanya bawahannya mengakui uraniumsiapa munafik,0,Netral
buka tutup ran,-1,Negatif
percaya negara amerika serikat zionis israel negara pembohong penghianat pecundang,0,Netral
ancaman gertak sambel,-3,Negatif
mendingan perang,-2,Negatif
bajingan trump omongannya dipercaya mencari sensasi menyusahkan negara,-2,Negatif
ayo brick bantu iran biar brik nguasai dunia biar adil,1,Positif
bilang prabowo iblis,-1,Negatif
iran bosan tida percaya,1,Positif
bravo iran,0,Netral
ayo iran cepat bikin senjata nuklir amerika serikat ngebom balas nuklir biar hancur diatur amerika serikat pikun pemimpinya,0,Netral
iran ayam sayur trump hahaha,0,Netral
amerika serikat indak malu puya pemimpin indak waras runrtuhya amerika serikat israil musnah,-1,Negatif
amerika serikat menyerang iran bangkai amerika serikat israel negara bejat,-3,Negatif
amerika serikat coba coba ancam iran berbahaya,-2,Negatif
habisin tentara zionis gs culas licik mengulur hasilnya ayo perang,0,Netral
ayo iran tramp keras ajak perang terbuka berani indak bravo iran umat muslim dukung iran,4,Positif
lanjutkan perang biar donald dog mati amerika serikat sombong jado negara maju,-1,Negatif
lanjutkan perang iran tunduk iblis,-1,Negatif
donald mah bisanya ngancam mulu,0,Netral
iran diajak negoisasi gila donald bebek mending perang gila,0,Netral
damai bebek,0,Netral
kebanyakan cerita komentar hebat bosan bosan bosan,1,Positif
percaya iran kepiawian diplomasinyasejarah mencatat,1,Positif
iran takut ancaman amerika tramlebih iran perang lanjutkan negara amerika sendirikarena perang bawahi amerika israilagar amerika jadikan pelajaran mentang teruspadahal selat hurmuz wilayahnya irankenapa trump menutupberarti pbb membiarkan amerika itukalau biarkan perang lagipbb mendukung perdamaian negara bertikaiharus membelah iran negara aman damai mencari kesalahan negara bikin sangsi sajakalau bikin sangsi sajakapan negara damai aman,-6,Negatif
komennya membela amerika serikat pro penjajahan andai hidup dijaman an pro belanda,1,Positif
trump keras kepala duet zeonis,-1,Negatif
iras tekan amerika serikat hisbullah luntak isriilhamsa luluh tanahzuriah diam ikuti perkembangan selnjutny,0,Netral
gampang menyelesaikannya iran kapal perang jangkauan rudal,-2,Negatif
iran tabiat pendusta donalbebek,-1,Negatif
amerika bajingan berkomplot bajingan israel menang,-1,Negatif
bginilah pikun pemimpin negara omonganya ngelantur,-1,Negatif
dajal amerika,-1,Negatif
buka hormuz biar iran luluh lantah iran doktrin langit israel doktrin langitnya doktrin tehnologi faham uranium memusnahkan israel faham,-1,Negatif
namanya penjajah licik,0,Netral
trump waras,0,Netral
coba kali dunia kompak menghajar donald bebek indonesia jengkel kegilaan trumpet dongo,0,Netral
jujurlah he pengikut,0,Netral
iran serang kapal amerika serikat tenggelam berunding gencatan senjata perang repot,-4,Negatif
trompet iblis plintat plintut,-1,Negatif
hajar armada al amerika biar donald bebek berenang termehek mehek sudalah donald bebek pikun,-3,Negatif
iran wajib hancurkan aset amerika serikat israel iran,-1,Negatif
damai runtuhkan amerika trump sombong bravo iran,-1,Negatif
iran serahkan uraniumya sukarela uraniunya kemas berbentuk rudal atom,2,Positif
ancaman trump omongan prabowo gedabrus doang,-2,Negatif
makzulkan trumpberes perkara maunya dipimpin gila,-2,Negatif
waspada waspada agen penjajah berbentuk waullohua lam,1,Positif
kuhp publik atao rakyat,0,Netral
trump sengaja kekacauan timteng untungan bisnis memikirkan rakyat amerika komplik untungan perusahaan trump kroni,-1,Negatif
ancaman tindak,-1,Negatif
blokade iran menyerah pengamat oon al iran kuat buka blokade,-2,Negatif
kuhp ancaman melanggar ham pbb diam ajeh,-2,Negatif
setuju perundingan amerika serikat iran kalah sekuat apapun amerika serikat,-1,Negatif
pbb gemana,0,Netral
blok iran menyerahkan uraniumnya selesai iran menyerahkan uraniumnya kasihan perang korbanya rakyat sipil diiran,-1,Negatif
bravo iran takut allah,1,Positif
kasihan rakyat amerika serikat dipimpin gila,0,Netral
nipu topeng wahyu pengikut,1,Positif
awam politik menilai susah menuntaskan penjajah ganggu mengacau dunia lenyapkan peta dunia selesai urusan indak ribet ribetkan,-5,Negatif
balas nuklir amerika sekutu iran,-1,Negatif
solusi donald trump pecat senat,-1,Negatif
trump jagonya ngancam,0,Netral
keerjanya tipu tipu umatnya tipu tarik perpuluhan,1,Positif
pikun layak memimpin amrik negeri indonesia,-1,Negatif
indonesia tukang bahas doang,0,Netral
trump gila ngotot menguasai timur terutamah minyak lakukan,-1,Negatif
uranium takutin isriwil mamarika matian membela isriwil isriwil hancur ngontrol timteng,0,Netral
iran memgalah susah melawan amerika negara bangun iran kaya raya buatkan iran dubai rakyat makmur,0,Netral
amerika cari tarip hormuz lengkap amerika serikat hx perompak tapibajak laut bgitulah perut makan haram hak babat,0,Netral
serang senjata perang serang menyerang lawan israel berani demgan amerika berani,-4,Negatif
kakek pikun kerjanya mengancam mengancam bikin damai bikin kondusif bikin ulah bikin,-1,Negatif
hati sdraq iran siaga serangan amerika israel china n rusia bersedia membantu iran,-1,Negatif
amerika serikat doang nr pakaipersetan,0,Netral
amerika mengancam sok banget,1,Positif
prngamat omong kosongiran hangus aduh dukun dukun rezim,-4,Negatif
kasihan indonesia berita hoax sebar menghibur,-2,Negatif
kali ancam iran tiada,-1,Negatif
trump bodoh gila pikun sadar berjalan negara,-1,Negatif
pertemuan iran amerika serikat iran salam posisi salah,0,Netral
indonesia maunya menyuruh iran tutup selat hormusbiar gazapalestina tanah bagus,-2,Negatif
khusus tramkalau mengancam disertai tindakan mnggap sepele segani orangini cuman omon,1,Positif
komentar pakar indonesia melenceng,-2,Negatif
amerika serikat omon waspada,0,Netral
ogah pintu mall modal tato tindik kuping bersuara garang laut,-3,Negatif
mengancam ajak negoisasi,1,Positif
perang ajalah biar tontonan,-1,Negatif
bisanya omon omon pengaruh diduniaseperti komentator sepak bola,-1,Negatif
negara superpower presidennya odgj,0,Netral
ameeika iru negara nutup selat hormuz pelanggaran hak,0,Netral
pengamat abal iran merengek damai,0,Netral
ancaman trumd kerupuk plastik buka plastiknya langsung lembek,0,Netral
uranium ratusan ton pengayakan luncurkan gedung putih,-1,Negatif
trump plin plan iran berhak membela kedaulatan negaranya wilayah rudal iran mengacam negara iran membom menutup trump ingkar janji,-2,Negatif
amerika sok kuasa muka bumi bismillah amerika keroyok negara dunia bismillah negara dunia keroyok amerika,3,Positif
budek perang memakai ancem,-2,Negatif
israel ingkar janji komitmen,-1,Negatif
hei pengamat indon negoisasi diplomasi kau bicarakan berlaku kuat amerika serikat menyerang rumahnya rumahnya tdkntersentuh dibilang kuat sok diplomasi bersifat deal no deal if no deal ok war sesimpel angkatan darat masuk pantai iran iran kalah sda iran jatuh tangan hukum perang menang menguasai,-4,Negatif
ancurkan kapal amerika serikat,-1,Negatif
selat hormuz jantung paru paru dunia internasional santai pakar militer negeri komentar,0,Netral
trump stan bentuk manusia,2,Positif
lanjutkan laksanakan negosiasi ketertiban dunia,3,Positif
